,Dish,Meta,URL,Pic,Ingredients,Quantities,times
129,THE ULTIMATE MEATLESS KEBAB,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/the-ultimate-meatless-kebab,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c8bb4130852290f4beefc19/1567417856421/Z49A9875.jpg,"400g of Plain Flour 
350g of Coconut Yogurt 
1 Teaspoon of Baking Powder 
2 Teaspoons of Coriander Seeds 
Large Bunch of Parsley 
2 Teaspoons of Cumin Seeds 
1 Pot of Hummus 
Jar of Green Pickles 
6 Tomatoes 
100ml of Soda Water 
400g of Meatless Farm Mince 
1 Teaspoon of Marmite 
Salt 
Pepper ",Feeds: 4 People,Cooking Time (Includes Preparation Time): 45 Minutes
130,CREAMY CHICKEN & ROAST VEG BOWLS,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/creamy-chicken-and-roast-veg-bowls,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c8936b315fcc0c79270bccd/1561026253615/Z49A9669.jpg,"8 Chicken Thighs
1 Pack of Wild Mushrooms
1 Pot of Elmlea Single
2 Garlic Cloves
1 Bunch of Thyme
1 Bunch of Rosemary
400g of Brown Rice
2 Peppers
1 Sweet Potato
2 Courgettes
100ml of Apple Cider Vinegar",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour
131,MOB'S ORZO CARBONARA,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/mobs-carbonara-orzo,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c86551cc830254860d8c3e8/1567417882801/9K8A2048.jpg,"6 Eggs
100g of Parmesan
500g of Orzo
1 Pack of Smoked Streaky Bacon
1 Garlic Clove
2 Teaspoons of Chilli Flakes
Black Pepper",Feeds: 4 People,Cooking Time (Includes Preparation Time): 15 Minutes
132,BALSAMIC GLAZED MEATLESS MEATBALLS,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/balsamic-glazed-meatless-meatballs,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c8270d1f4e1fccc7ff6409e/1567417899406/Z49A9821.jpg,"400g of Spaghetti 
2 Garlic Cloves 
2 Tablespoons of Balsamic Glaze 
1 Bunch of Basil 
1 Lemon 
500g of Passata 
1 Teaspoon of Chilli Flakes 
400g of Meatless Farm Mince 
Salt 
Pepper ",Feeds: 4 People,Cooking Time (Includes Preparation Time): 30 Minutes
133,ULTIMATE FALAFEL WRAP,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/ultimate-falafel-wrap,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c811e891905f466824a8275/1567417917892/Z49A0762.jpg,"500g of Dried Chickpeas
1 Bunch of Fresh Parsley
1 Bunch of Fresh Coriander 
Cumin
Paprika
1 Brown Onion
Garlic
Plain Flour 
4 Tomatoes
1 Cucumber (Grated)
A Pot of Alpro Unsweetened
 1 Bunch of Mint 
1 Lemon 
Parsley – (Use leftover from falafel)
Plain tortilla wraps",Feeds: 4 People,Cooking Time (Includes Preparation Time): 45 Minutes
134,PEARL BARLEY SUPER SALAD,MEAL PREP MOB,http://www.mobkitchen.co.uk/recipes/pearl-barley-super-salad,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c7d6056fa0d6061f8da0943/1567417937284/Z49A0224.jpg,"500g of Pearl Barley
1 Cucumber
2 Red Peppers
1 Vegetable Stock Cube
150g of Cherry Tomatoes
1 Red Chilli
2 Avocados
400g of Fresh Mango Chunks
150g of Pomegranate Seeds
1 Bunch of Basil
1 Bunch of Mint
1 Bunch of Coriander
3 Tablespoons of Soy Sauce
1 Lime
3 Tablespoons of Red Wine Vinegar",Feeds: 4 People,Cooking Time (Includes Preparation Time): 40 Minutes
135,CHICKEN & MUSHROOM SLICE,FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/chicken-and-mushroom-slice,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c7929fb419202f8583b9286/1567417957904/Z49A0612.jpg,"2 Jus Rol Puff Pastry Sheets
1 Pack of Mushrooms
1 Brown Onion
1 Bunch of Tarragon
1 Pint of Whole Milk
1 Egg
Plain Flour
750g of Skinless, Boneless Chicken Thighs",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour and 15 Minutes
136,STICKY TERIYAKI GARLIC CHICKEN,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/sticky-teriyaki-garlic-chicken,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c7687c3c83025197bb68ee9/1567417977145/Z49A7429.jpg,"2 Tablespoons of Butter
8 Chicken Thighs (Skin On)
3 Garlic Cloves
6 Tablespoons of Kikkoman Teriyaki Marinade
2 Tablespoons of Sriracha
2 Tablespoons of Honey
500g of Rice
Handful of Sesame Seeds
4 Spring Onions
3 Tablespoons of Water
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 35 Minutes
137,RATATOUILLE WITH CHEDDAR DUMPLINGS,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/ratatouille-and-cheddar-dumplings,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c6effa7b208fc9df36b3efb/1567418056991/Z49A9486.jpg,"1 Bunch of Basil
200g of Wyke Farms Vintage Cheddar
250g of Self-Raising Flour
1.5 Teaspoons of Baking Soda 
150ml of Whole Milk
2 Teaspoons of Oregano
1 Teaspoon of Chilli Flakes
2 Celery Sticks
3 Courgettes
3 Peppers (Red, Orange or Yellow)
1 Aubergine
2 Brown Onions
2 Garlic Cloves
1 Veggie Stock Cube
2 Tins of Chopped Tomatoes",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour 20 Minutes
138,PLANT-BASED CARBONARA,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/plant-based-carbonara,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c6d48734e17b638b91092c3/1567418070040/Z49A9629.jpg,"4 Tablespoons of Tahini 
200ml of Alpro Soya Unsweetened
100g of Cashews (soak them for 30 minutes in hot water)
1 Garlic Bulb
450g of Spaghetti
4 Portobello Mushrooms
2 Courgettes
1 Bunch of Parsley
1 Lemon",Feeds: 4 People,Cooking Time (Includes Preparation Time): 40 Minutes
139,CAULIFLOWER & BROCCOLI CHEESE,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/cauliflower-and-broccoli-cheese,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c6ae4d7ee6eb079bf2cb788/1567418085252/Z49A9454.jpg,"1 Large Cauliflower
1 Large Broccoli
80g of Plain Flour
1 Chorizo Ring
700ml of Whole Milk
1 Bunch of Rosemary
2 Garlic Cloves
250g of Cheddar
100g of Parmesan
100g of Breadcrumbs
Mixed Salad ",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour 20 Minutes
140,MOB'S CHORIZO RÖSTI & ROMESCO SAUCE,BRUNCH MOB,http://www.mobkitchen.co.uk/recipes/mobs-chorizo-rosti-and-romesco-sauce,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c693944e4966b14929f34b6/1567418101256/Z49A0111.jpg,"4 Large Maris Piper Potatoes (Grated, and once grated, squeeze water out of the gratings)
1 Bunch of Parsley
10 Eggs
2 Tablespoons of Self Raising Flour
Chorizo
1 Onion
3 Red Peppers
75g of Slivered Almonds (Toasted)
Red Wine Vinegar
Smoked Paprika",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour 10 Minutes
141,MOB'S MARMITE CHICKEN,FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/mob-marmite-chicken,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c6562ce71c10b5169ffde1d/1567418114316/Z49A9484.jpg,"2 Garlic Cloves
8 Skinless, Boneless Chicken Thighs
400g of Cornflour
3 Eggs
Vegetable Oil (For Frying)
2.5 Tablespoons of Marmite 
6 Tablespoons of Rice Wine Vinegar
5 Tablespoons of Soy Sauce
3.5 Tablespoons of Honey 
400g of Basmati Rice
Spring Onions (Chopped, for garnish)",Feeds: 4 People,Cooking Time (Includes Preparation Time): 25 Minutes
142,STICKY TERIYAKI AUBERGINE,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/sticky-teriyaki-aubergine,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c6414b0e79c7037fe8d0e43/1567418131006/Z49A7313.jpg,"2 Aubergines
Knob of Ginger
1 Red Chilli
3 Star Anise
4 Tablespoons of Kikkoman Teriyaki Marinade
1 Garlic Clove
2 Tablespoons of Rice Wine Vinegar
200ml of Veggie Stock
A Drop of Sesame Oil
1 Teaspoon of Cornflour
400g of Rice
Handful of Pomegranate Seeds
Handful of Mint
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 25 Minutes
143,GREAT BRITISH APPLES OVERNIGHT OATS (3 WAYS),BRUNCH MOB,http://www.mobkitchen.co.uk/recipes/great-british-apples-overnight-oats-3-ways,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c62ea4f0d92976d42f8fdc5/1567418150813/WhatsApp+Image+2019-01-24+at+10.44.17.jpg,"200g of Rolled Oats
300ml of Almond Milk
300ml of Coconut Milk
1 Teaspoon of Ground Ginger
2 Tablespoons of Maple Syrup
2 British Apples such as Braeburn
½ Carrot
1 Knob of Ginger
200g of Rolled Oats
600ml of Coconut Milk
3 British Apples such as Gala, Chopped
1 Teaspoon of Honey, plus extra for drizzling
1/8 Teaspoon of Ground Cinnamon, plus extra for sprinkling
2 Tablespoons of Coconut Yogurt
1 Teaspoon of Chia Seeds
200g of Rolled Oats
¾ Teaspoon of Ground Cinnamon
300ml of Apple Juice
300ml of Almond Milk
1 British Apple such as Cox, Coarsely Grated
100g of Chopped Nuts or Seeds ",Feeds: 4 People,Cooking Time (Includes Preparation Time): 10 Minutes of Prep for Each One and Then Leave Overnight.
144,MOB'S PORK TONKATSU,FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/mobs-pork-tonkatsu,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c616275e79c703cac2f4afb/1567418163415/Z49A9694-2.jpg,"4 Pork Steaks
300g of Breadcrumbs
400g of Plain Flour
2 Eggs
Basmati Rice
1 Red Cabbage
1 White Cabbage
130g of Ketchup
4.5 Tablespoons of Rice Wine Vinegar
2.5 Tablespoons of Honey
2 Tablespoons of Soy Sauce
3 Tablespoons of Worcestershire Sauce
1 Garlic Clove
Knob of Ginger
Olive oil
Salt
Pepper",Feeds: 4 People,Cooking Time (Includes Preparation Time): 40 Minutes
145,SAUSAGE & KALE PASTA,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/sausage-and-kale-pasta,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c5d7aca104c7bf899e0540d/1567418176561/Z49A9422.jpg,"200ml of Elmlea Single
8 Sausages
1 Bag of Curly Kale
1 Garlic Clove
1 Teaspoon of Chilli Flakes
A Glass of White Wine
400g of Taleggio
Handful of Parsley
Black Pepper
1 Lemon
500g of Conchiglie Pasta",Feeds: 4 People,Cooking Time (Including Preparation Time): 40 Minutes
146,VEGAN SAUSAGE ROLLS,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/vegan-sausage-rolls,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c598e0ce79c70b18f3c39bc/1567418195794/Z49A9623.jpg,"1 Onion
2 Garlic Cloves
200g of Mushrooms
100g of Walnuts (crushed up)
2 Great British Braeburn Apples
80g of Fresh White Breadcrumbs
½ Bunch of Fresh Flat-Leaf Parsley
2 Sprigs of Fresh Thyme
2 Sheets of Ready-Rolled Puff Pastry ",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour
147,CHICKEN CHOW MEIN,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/chicken-chow-mein,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c5968d71905f437a9c253d0/1567418210032/Z49A7390.jpg,"400g of Egg Noodles
100g of Mangetout (Chop into matchsticks)
3 Garlic Cloves (Finely sliced)
2 Peppers (Chop into matchsticks)
4 Spring Onions (Chop into matchsticks)
1 Carrot (Chop into matchsticks)
500g of Skinless Chicken Breast
3 Tablespoons of Rice Wine Vinegar 
1 Tablespoon of Cornflour
2 Eggs
3 Tablespoons of Oyster Sauce
5 Tablespoons of Kikkoman Soy Sauce
1 Tablespoon of Sugar",Feeds: 4 People,Cooking Time (Includes Preparation Time): 25 Minutes
148,VEGGIE CHILLI AND MCCAIN LIGHTER HOME CHIPS,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/veggie-chilli-and-mccain-lighter-home-chips,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c5851faf9619a9f9169e1e2/1567418222195/Z49A8473.jpg,"1 Bag of McCain Lighter Home Chips
Olive Oil
2 Carrots
1 Red Onion
2 Red Peppers
1 Celery Stalk
1 Teaspoon of Cumin
1 Teaspoon of Chilli Powder
1 Teaspoon of Oregano
2 Tins of Kidney Beans
1 Tablespoon of Tomato Purée
2 Vegetable Stock Cubes
1 Can of Tinned Tomatoes
A Handful of Coriander
Salt 
Pepper",Feeds: 4 People,Cooking Time (Includes Preparation Time): 40 minutes
149,MOB'S BUDDHA BOWL,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/mobs-buddha-bowl,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c51cb257924e871fa0eee3f/1567418233578/Z49A9535-2.jpg,"2 Large Sweet Potatoes
2 Sachets of Miso Paste
1 Garlic
1 Small Red Cabbage 
1 Cucumber
1 Bunch of Coriander
200g of Kale
1 Pack of Radishes
2 Avocados
4 Tablespoons of Tahini Paste 
1 Lemon
500g of Quinoa",Feeds: 4 People,Cooking time (including preparation time): 40 minutes
150,ONE POT BEEF SHIN LASAGNE,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/one-pot-beef-shin-lasagne,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c5085a3aa4a994f2a42b38a/1560957619763/Z49A8892.jpg,"1 Onion
2 Carrots 
2 Celery Sticks 
4 Garlic Cloves
400g of Beef Shin Pieces (can buy from Sainsburys - called diced beef)
200g of Pancetta 
3 Bay Leaves 
2 x 400g Tins of Whole Plum Tomatoes
187ml Bottle of Red Wine
1 Tbsp of Marmite 
250g Pot of Ricotta
250g Pot of Mascarpone
150ml of Whole Milk
Nutmeg 
Parmesan 
9 Lasagne Sheets ",Feeds: 4 People,Cooking Time (Includes Preparation Time): 5 Hours
151,CHICKEN CURRY AND MCCAIN LIGHTER HOME CHIPS,FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/mccainchipsandcurry,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c4eec7f7ba7fc11fde598ed/1567418254307/mcCains+retouched+new-3.jpg,"1 Bag of McCain Lighter Home Chips
8 Chicken Thighs
2 Tins of Chopped Tomatoes 
400g of Plain Yogurt
2 Teapoons of Garam Masala
1 Teaspoon of Chilli Powder
Salt
Pepper
1 Brown Onion
Knob of Ginger
2 Garlic Cloves
1 Cucumber
1 Red Onion
1 Bag of Coriander
1 Bag of Mint
4 Tomatoes",Feeds: 4 People,na
152,CAULIFLOWER TIKKA GYROS,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/cauliflower-tikka-gyros,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c4b0faab914431dadc58f88/1567418266604/Z49A9388.jpg,"2 Cauliflowers
1/2 Tsp of Cinnamon
1 Tsp of Turmeric
2 Tsp of Ground Coriander
2 Tsp of Chilli Powder
1 Cucumber (Grated)
6 Tomatoes (Roughly chopped)
2 Red Onions
1 Bunch of Mint
1 Bunch of Coriander
1 Lemon
4 Pittas
1 Pot of Alpro Plain Unsweetened",Feeds: 4 People,Cooking Time (Includes Preparation Time): 40 Minutes
153,WAGAMAMA VEGAN PAD THAI,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/wagamama-vegan-pad-thai,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c4881abb91c9157001e4b81/1560956618774/Z49A8915.jpg,"250g of Ribbon Rice Noodles
1 Leek, Finely Sliced
1 Red Onion, Finely Sliced
200g of Firm Tofu, Drained and Cubed
2 Spring Onions, Finely Sliced
2 Handfuls of Bean Sprouts
1 Inch of Ginger, Grated
2 Garlic Cloves, Crushed
1 Fresh Chilli, De-seeded and Finely Sliced
1 Tsp of Dried Chilli Flakes
3 Tbsps of Preferred Cooking Oil
1 Small Handful of Coriander Leaves
1 Small Handful of Mint, Finely Sliced
100ml of Amai Sauce [see recipe below]
1 Small Handful of Peanuts, Roughly Chopped
2 Lime Segments
1 Tbsp of Fried Shallots
1 Tbsp of Malt Vinegar
3 Tbsps of Sugar
1 Tbsps of Light Soy Sauce
1 Tbsp of Dark Soy Sauce
1 Pinch of Salt
1 Tbsp of Tomato Ketchup
2 Tbsps of Tamarind Paste",na,Cooking Time (Includes Preparation Time): 25 Minutes
154,PULLED PORK BURGER,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/pulled-pork-burger,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c45e08e1ae6cfd79f1d4e61/1560956431502/Z49A8874.jpg,"1kg of Pork Shoulder 
4 Tbsp of Soft Light Brown Sugar
1 Tbsp of Smoked Paprika 
500ml of Apple Cider
200ml of Ketchup
75ml of Apple Cider Vinegar, Plus 2 Tbsps
3 Tbsps of Soy Sauce 
Tabasco
1 Red Onion 
1 Small White Cabbage
2 Carrots 
6 Tbsp of Mayonnaise
Gherkins 
4 Brioche Burger Buns ",Feeds: 4 People,Cooking time (including preparation time): 5.5 Hours
155,MOB FRIED CHICKEN,MOB MUNCHIES,http://www.mobkitchen.co.uk/recipes/mob-fried-chicken,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c40deca0ebbe8996a43f085/1567418318387/Z49A8789.jpg,"4 Skin on Chicken Legs (or 8 drumsticks and thighs)
1 1/2 Tbsp Fine Sea Salt 
4 Tsp of Smoked Paprika
4 Tsp of Garlic Powder/Granules
4 Tsp of Dried Oregano
4 Tsp of Onion Powder/Granules
200g of Plain Flour
2 Tbsp of Cornflour
280ml of Pot Buttermilk
1 Egg 
Vegetable Oil for Frying ",Feeds: 4 People,Cooking time (including preparation time): 1 hour
156,BEEF & ALE SLICE PIE,COMFORT MOB,http://www.mobkitchen.co.uk/recipes//beef-and-ale-slice-pie,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c3f2ca2aa4a990be6018740/1567418333966/Z49A8630.jpg,"1 Onion
2 Carrots 
2 Celery Sticks
800g of Stewing/Braising Steak 
2 Heaped Tbsps of Plain Flour 
500ml of Bottle Dark Ale (we used a porter)
500ml of Beef Stock 
A Few Sprigs of Thyme
2 Tbsp of Brown Sauce 
2 Packs of Ready Rolled Shortcrust Pastry 
1 1/2 Tbsp of English Mustard
1 Beaten Egg",Feeds: 4 People,Cooking time (including preparation time): 4 Hours
157,'NDUJA & FENNEL PASTA,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/nduja-and-fennel-pasta,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c379cc18a922dd6f102a51f/1567418351727/A4980D0B-5255-480C-B05E-79A0991B8CFB.jpeg,"2 Fennel Bulbs 
4 Garlic Cloves
400g of Rigatoni 
100g of ‘Nduja
Glass White Wine
4 Tbsp of Creme Fraiche
2 Tbsp of Capers
50g of Parmesan ",Feeds: 4 People,Cooking time (including Preparation Time): 30 minutes
158,SPICED ROAST TOMATO SOUP,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/roasted-tomato-and-coconut-soup,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c389ba11ae6cf03737dbd2a/1567418421659/WhatsApp+Image+2019-01-11+at+13.35.02.jpeg,"600ml of Vegetable Stock
12 Vine Tomatoes
400ml of Coconut Milk
Knob of Ginger
5 Garlic Cloves
2 Red Onions
1 Red Chilli
1 Bunch of Coriander
1 Loaf of Sourdough Bread
White Wine Vinegar
Pepper
Salt
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time):  1 Hour 20 Minutes
159,CREAMY TOMATO GNOCCHI WITH HERBY PESTO,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/creamy-tomato-gnocchi-with-herby-persto,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c36197c1ae6cf96b19bad27/1569420982536/Z49A8214.jpg,"500g of Gnocchi
100g of Walnuts
Bunch of Basil
Bunch of Chives
Bunch of Mint
Olive Oil
1 Tbsp of Red Wine Vinegar
500g of Cherry Tomatoes
1 Garlic Clove
Handful of Chilli Flakes
Salt
Pepper ",Feeds: 4 People,Cooking Time (Includes Preparation Time): 30 Minutes
160,AUBERGINE TIKKA MASALA,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/aubergine-tikka-masala,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c348f4b88251ba3e3101856/1567418456887/Z49A8145.jpg,"150g of Coconut Cream
3 Aubergines
Cumin
Turmeric
Ground Coriander
Chilli Powder
1 Garlic Clove
2 Brown Onions 
Knob of Ginger 
400g of Basmati Rice
800ml of Passata
Tomato Purée",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour
161,DAD'S PUTTANESCA,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/dads-puttanesca,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c2cd28a21c67c14304cb07a/1567418469207/Z49A7264.jpg,"2 Tablespoons of Capers
1 Bunch of Parsley
7 Anchovies
Large Handful of Kalamata Olives
2 Tins of Plum Tomatoes
2 Teaspoons of Chilli Flakes 
2 Garlic Cloves (Crushed)
500g of Spaghetti",Feeds: 4 People,Cooking Time (Includes Preparation Time): 20 Minutes
162,LEFTOVER TURKEY PILLOW PIE,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/leftover-turkey-pillow-pie,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c20b29221c67c4b38d8f91d/1567418484388/Z49A7200-3.jpg,"2 Sheets of Puff Pastry
400g of Leftover Turkey Meat
4 Leeks
1 Bunch of Tarragon
100ml of Elmlea Double
300g of Smoked Bacon
4 Tablespoons of Plain Flour
1 Pint of Whole Milk
2 Eggs (yolks only)",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour
163,ULTIMATE ROAST POTATOES - MOB STYLE,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/ultimate-roast-potatoes,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c1cde3d032be4b9173a8ed6/1560953211640/Z49A7242.jpg,"1kg of Maris Piper Potatoes
4 Tablespoons of Goose Fat
A Whole Garlic Bulb
1 Bunch of Thyme
1 Bunch of Rosemary",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour 30 Minutes
164,VEGAN SHEPERD'S PIE,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/vegan-sheperds-pie,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c18fdbd6d2a73ec9d3de514/1567418501254/Z49A6181.jpg,"250ml of Coconut Collaborative Almond Yogurt
3 Sweet Potatoes
Cinnamon
Garam Masala
Paprika
400g of Chickpeas
400g of Kidney Beans
400g of Tinned Tomatoes
Knob of Ginger
Pack of Chestnut Mushrooms
1 Onion
2 Carrots
Tomato Paste
1 Bunch of Parsley
2 Celery Sticks",Feeds: 4 People,Cooking Time (Includes Preparation Time): 2 Hours
165,MOB X CALM LEFTOVER TURKEY RISOTTO,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/mob-x-calm-leftover-turkey-risotto,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c1270880ebbe8301c443f00/1567418522194/IMG_2443-2.jpg,"70g of Porcini Mushrooms
250g of Chestnut Mushrooms
Butter
1 Onion
2 Garlic Cloves
500g of Risotto Rice
400g of Parmesan 
Turkey Leftovers
Handful of Parsley
Salt and Pepper",Feeds: 4 People,na
166,CRISPY GNOCCHI WITH TARRAGON AND WALNUT PESTO,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/crispy-gnocchi-with-tarragon-and-walnut-pesto,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5c12613acd8366e6851373c0/1567418542830/Z49A6482.jpg,"200g California Walnuts, toasted
Bunch of Basil, de-stalked
Bunch of Tarragon, de-stalked
Garlic (whole head, roasted – simply wrap in foil and pop in an oven preheated to 180°C for 45 mins for perfectly roasted garlic)
250g Portobello Mushroomd
1kg Gnocchi
1 Lemon",Feeds: 4 People,Cooking Time (Includes Preparation Time): 20 Minutes
